Date,Time,Aircraft,Operator,Registration,Flight phase,Flight type,Survivors,Crash site,Schedule,MSN,YOM,Flight no.,Crash location,Country,Region,Crew on board,Crew fatalities,Pax on board,PAX fatalities,Other fatalities,Total fatalities,Circumstances,Crash cause
7/29/2000,13H 32M 0S,Beechcraft 200 Super King Air,Aerial Services India,VT-EIE,Landing (descent or approach),Ambulance,No,Mountains,New Delhi – Kulu-Bhuntar,BL-63,1983,NA,Kulu-Bhuntar Himachal Pradesh,India,Asia,2,2,3,3,0,5,"The twin engine aircraft departed New Delhi-Indira Gandhi Airport on an ambulance flight to Kulu-Bhuntar, carrying three doctors and two pilots. While descending to Kulu-Bhuntar Airport in IMC conditions, the crew failed to realize his altitude was insufficient when the aircraft struck the slope of a mountain located 20 km from the destination airport. The aircraft was destroyed and all five occupants were killed.",Human factor
8/2/2000,14H 24M 0S,Beechcraft 60 Duke,HEDA KG,D-IMEI,Landing (descent or approach),Test,Yes,Airport (less than 10 km from airport),Halle-Oppin - Halle-Oppin,P-145,1970,NA,Halle-Oppin Saxony-Anhalt,Germany,Europe,1,0,2,0,0,0,"The twin engine aircraft was completing a local test flight at Halle-Oppin Airport. For unknown reasons, it belly landed and came to rest. All three occupants escaped uninjured while the aircraft was damaged beyond repair.",Unknown
8/4/2000,7H 45M 0S,Piper PA-46 (Malibu/Meridian/Mirage/Matrix/M-Class),Medical Enterprises,N198PM,Takeoff (climb),Executive/Corporate/Business,No,Airport (less than 10 km from airport),Augusta – Atlantic City,46-36133,1998,NA,Augusta-Daniel Field Georgia,United States of America,North America,1,1,2,2,0,3,"Witness's reported that the airplane took off from runway 05, which has an up slope of 1.2 degrees. The airplane was observed at approximately 10 feet above ground level, in a nose high attitude traveling parallel to the ground and not climbing. The airplane narrowly cleared a 6- foot fence off the departure end of runway 05. Shortly thereafter, the airplane impacted a utility pole, the roof of a bus stop, which was followed by a brick wall. At the time of the accident runway 23, which has a 1.2-degree down slope and has a clear-cut area on the departure end, was available for use. The basic empty weight for this airplane is 3,097 pounds; the useful load is 1,201.7 pounds. The actual load at the time of the accident was in excess of the useful load. There is no record of the pilot completing a weight and balance computation prior to take-off. The toxicology examinations were negative for carbon monoxide, cyanide, drugs and alcohol. The toxicology examination revealed that 1175(mg/dl) glucose was detected in the urine. Examination of the airplane and subsystems failed to disclose any mechanical or component failures.",Human factor
8/6/2000,NA,Casa 212 Aviocar,Chilean Air Force - Fuerza Aérea de Chile,230,Flight,Military,No,Mountains,Santiago - Coyhaique,454,1997,NA,Puerto Montt Región de Los Lagos,Chile,South America,4,4,10,10,0,14,"En route from Santiago to Coyhaique, the crew encountered severe icing conditions and was cleared to divert to Puerto Montt Airport. Few minutes later, the aircraft lost height and crashed on the slope of Mt Michimahuida. The wreckage was found on August 21. All 14 occupants were killed.",Weather
8/14/2000,18H 22M 0S,Rockwell Sabreliner 75,Colonel's,N85DW,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Brainerd – Flint,380-27,1975,NA,Iron Wood Michigan,United States of America,North America,2,2,2,0,0,2,"The airplane impacted heavily wooded terrain after experiencing a dual engine failure due to a reported lightning strike. The pilot received a weather brief that included information concerning a Convective Sigmet and a Severe Weather Watch. The weather briefer informed the pilot that a route to the southeast would keep the flight out of the heavy weather, and that, ""... you'll get clobbered if you go due east."" After departure, the pilot requested a turn to the northeast to stay clear of weather. While in the climb, the flight was advised of a Weather Watch that covered the area of their flight. The CVR revealed that Continuous Ignition was not selected prior to encountering turbulence. About 23 minutes after takeoff, the airplane was climbing at about 30,800 feet msl when the pilot reported a dual engine failure due to a lightning strike. The CVR indicated one engine quit and the second quit about two seconds later. The copilot established a 170 kts descent airspeed for ""best glide."" The airplane was vectored near a level 5 thunderstorm during the emergency descent. Two air starts were attempted when the airplane's altitude was outside of the air start envelope. Two more air starts were attempted within the air start envelope but were unsuccessful. The minimum airspeed for an air restart is 160 kts and the maximum speed for air start is 358 kts. The CVR indicated that the pilots did not call for the airplane's checklist, and no challenge and response checklists were used during the emergency descent. The CVR indicated the pilots did not discuss load shedding any of the electrical components on the airplane. The CVR indicated the hydraulic system cycled twice during the emergency descent and the landing gear was lowered using the hydraulic system during descent. During the descent the pilots reported they had lost use of their navigation equipment. The airplane impacted the terrain located about 166 nautical miles from the departure airport on a bearing of 083 degrees. No preexisting engines or airframe anomalies were found.",Weather
8/14/2000,NA,Antonov AN-26,Air Force of Serbia and Montenegro,71385,Landing (descent or approach),Military,Yes,Airport (less than 10 km from airport),NA,38 07,1976,NA,Batajnica-Colonel-Pilot Milenko Pavlovic AFB (Belgrade) Belgrade City District,Serbia,Europe,0,0,0,0,0,0,"For unknown reasons, the aircraft belly landed at Batajnica AFB and came to rest. There were no casualties but the aircraft was damaged beyond repair.",Unknown
8/26/2000,2H 45M 0S,Beechcraft 300 Super King Air,Procuraduría General de la República,XC-AA72,Landing (descent or approach),Government,No,Mountains,Hermosillo – Ensenada,FA-87,1986,NA,Ensenada Baja California,Mexico,Central America,2,2,1,1,0,3,"The twin engine aircraft departed Hermosillo Airport at 0121LT on a flight to Ensenada, carrying one passenger and two pilots. On approach by night, the crew initiated a last turn to join the runway 11 approach path when the aircraft struck the slope of mountain and crashed about 14 km from the airport. The aircraft was destroyed and all three occupants were killed.",Human factor
8/29/2000,16H 0M 0S,Piper PA-31 Cheyenne,Rougier,TJ-AIM,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Douala – Djoum – Abong Mbang,31-8166061,1981,NA,Abong Mbang East,Cameroon,Africa,1,0,5,0,0,0,"The twin engine aircraft departed Douala on a flight to Abong Mbang with an intermediate stop in Djoum, carrying five passengers and one pilot. On final approach to Abong Mbang, the pilot encountered poor weather conditions with limited visibility due to heavy rain falls. On short final, the aircraft struck the ground about 60 metres short of runway threshold. Upon impact, the undercarriage were torn off and the aircraft came to rest on its belly. All six occupants escaped uninjured while the aircraft was damaged beyond repair.",Human factor
9/2/2000,NA,Basler BT-67,Colombian Air Force - Fuerza Aérea Colombiana,FAC-1659,Flight,Military,No,Mountains,Apiay - Pereira,16236/32984,1945,NA,Pueblo Rico Risaralda,Colombia,South America,7,7,0,0,0,7,"The crew departed Apiay AFB on a flight to Pereira, carrying seven crew members who were taking part to a supply mission to ground troops fighting FARC soldiers who attacked communications relays. While cruising at an altitude of 11,200 feet in poor weather conditions, the aircraft struck the slope of Mt Montezuma located about 5 km northwest of Pueblo Rico. All seven occupants were killed.",Human factor
9/6/2000,9H 3M 0S,Lockheed C-130 Hercules,T %26 G Aviation,N116TG,Flight,Fire fighting,Yes,Mountains,Marseille - Aubenas - Marseille,3086,1957,NA,Burzet Ardèche,France,Europe,4,2,0,0,0,2,"In the early morning, the four engine aircraft departed Marseille-Marignane on a positioning flight to Aubenas-Vals-Lanas Airport, Ardeche, where the crew was briefed about a forest fire in the region of Burzet, some 15 km northwest of Aubenas. The aircraft departed Aubenas with two Canadair CL-415 and was dispatched to the area on fire under callsign 'Tanker 82'. A first drop was completed successfully and while completing a second low pass, the aircraft struck trees and crashed on hilly terrain. Two crew members were seriously injured while two others were killed. Crew: Ted Hobard, pilot, Paul Trinque, copilot, † Jo WILLIAMS, navigator, † Ted MEYER, mechanic.",Human factor
9/20/2000,19H 30M 0S,Piper PA-31-310 Navajo,Entertainment Engineering,N63706,Landing (descent or approach),Executive/Corporate/Business,Yes,Airport (less than 10 km from airport),Elizabethtown - Jeffersonville,31-7712035,1977,NA,Jeffersonville-Clark County Indiana,United States of America,North America,1,0,0,0,0,0,"The pilot said that he 'landed properly' on the runway, touching down at about 700 feet from the approach end. He said that he 'applied brakes, which had no effect, ran out of runway, and turned to the right to avoid trees. [The] Grassy field should have worked out, except for the drainage ditch.' The pilot said that later he was told that there was a tail wind estimated at 45 knots, when he landed. Examination of the airplane revealed no anomalies. Approximately 34 minutes before the accident, the weather observation at Louisville, Kentucky, 11 miles south of the accident site, reported winds of 320 degrees at 16 knots, with gusts to 20 knots.",Human factor
